Location,Month,MonthlyCases,MonthlySlope,MeanSlope
Ukraine,2021-08,51155,9810.747368421053,11039.08934911242
United Kingdom,2021-08,933053,38528.93909774436,41983.094871794885
Victoria,2021-08,1239,-76.57368421052631,3348.961439842209
Vietnam,2021-08,312036,6312.332330827067,15338.120414201185
Argentina,2021-09,71282,24904.958441558443,19459.634615384617
Austria,2021-09,55082,2411.0688311688314,7888.694082840237
Bangladesh,2021-09,55293,7977.677922077922,4491.330867850099
Belgium,2021-09,60290,3288.403896103896,7980.535305719923
Brazil,2021-09,647166,75711.51818181819,73173.49684418144
Chile,2021-09,15589,4256.6,8254.774358974359
Colombia,2021-09,48191,21700.731168831167,14433.826923076924
Czechia,2021-09,12300,4063.6285714285714,8471.885996055227
Denmark,2021-09,13103,1395.0532467532466,5091.294378698225
France,2021-09,238768,25265.18701298701,55232.15719921105
Georgia,2021-09,63201,3787.851948051948,3135.4607495069035
Germany,2021-09,284645,15165.522077922078,49017.373865877715
Greece,2021-09,67803,4374.211688311689,7036.486094674554
Hungary,2021-09,10368,2728.87012987013,3974.0292899408287
India,2021-09,955862,157027.9818181818,99855.6201183432
Indonesia,2021-09,125303,29482.75974025974,12783.858579881655
Iran,2021-09,594977,37662.65194805195,15860.356607495067
Iraq,2021-09,115153,10829.146753246754,5514.051676528598
Ireland,2021-09,37485,1844.1064935064935,2801.6844181459555
Israel,2021-09,215866,5889.274025974026,7799.16311637081
Italy,2021-09,132364,13330.16883116883,35780.762919132154
Japan,2021-09,210700,13592.467532467532,27848.70256410256
Jordan,2021-09,26793,3296.542857142857,3424.101972386587
Kazakhstan,2021-09,99261,6636.445454545455,2986.036785009862
"Korea, South",2021-09,60328,2287.8402597402596,31122.75996055227
Malaysia,2021-09,499441,21737.8,8304.36469428008
Mexico,2021-09,311813,14811.05064935065,13690.708481262327
Netherlands,2021-09,60881,7725.794805194805,14169.667751479292
New South Wales,2021-09,35101,681.7974025974027,4470.288362919132
Pakistan,2021-09,82850,4350.161038961039,3691.2786982248517
Peru,2021-09,25714,3171.655844155844,8656.709960552265
Philippines,2021-09,560109,18717.914285714287,7891.337179487178
Poland,2021-09,18401,8164.045454545455,12598.207692307695
Portugal,2021-09,31352,3414.9558441558443,8483.644871794872
Romania,2021-09,134903,3612.616883116883,6115.0235700197245
Russia,2021-09,580407,28723.932467532468,36967.96114398423
Serbia,2021-09,179056,4772.235064935065,4290.7644970414185
Slovakia,2021-09,24605,2568.5441558441557,4713.567061143984
South Africa,2021-09,125013,12347.305194805194,8959.874556213017
Spain,2021-09,104026,16857.78961038961,24604.73234714004
Sweden,2021-09,26073,3829.3155844155845,5093.508185404339
Switzerland,2021-09,60697,2594.948051948052,6739.845759368836
Taiwan*,2021-09,228,127.33116883116882,7575.245167652862
Thailand,2021-09,398745,17713.05974025974,7362.509861932941
Turkey,2021-09,765739,40121.2025974026,30693.57544378698
US,2021-09,4144508,141476.3948051948,187040.68047337275
Ukraine,2021-09,148737,8856.14935064935,11039.08934911242
United Kingdom,2021-09,1017455,42079.875324675326,41983.094871794885
Victoria,2021-09,16289,131.0064935064935,3348.961439842209
Vietnam,2021-09,328659,9419.796103896104,15338.120414201185
Argentina,2021-10,31905,19066.481648785997,19459.634615384617
Austria,2021-10,84558,2682.7001693958214,7888.694082840237
Bangladesh,2021-10,13628,6220.158667419537,4491.330867850099
Belgium,2021-10,115696,3528.404291360813,7980.535305719923
Brazil,2021-10,382263,58267.023715415016,73173.49684418144
Chile,2021-10,40784,3250.911349520045,8254.774358974359
Colombia,2021-10,45110,16605.962168266517,14433.826923076924
Czechia,2021-10,71413,3425.280632411067,8471.885996055227
Denmark,2021-10,28987,1354.2140033879164,5091.294378698225
France,2021-10,144869,19823.151326933934,55232.15719921105
Georgia,2021-10,106235,4207.348955392434,3135.4607495069035
Germany,2021-10,331619,14732.581592320723,49017.373865877715
Greece,2021-10,86403,4457.923207227555,7036.486094674554
Hungary,2021-10,40714,2391.162619988707,3974.0292899408287
India,2021-10,519107,123635.0265386787,99855.6201183432
Indonesia,2021-10,29254,23603.997741389045,12783.858579881655
Iran,2021-10,337598,33598.53303218521,15860.356607495067
Iraq,2021-10,51945,8901.427442123095,5514.051676528598
Ireland,2021-10,55662,2043.4184076792772,2801.6844181459555
Israel,2021-10,45240,4933.542631281762,7799.16311637081
Italy,2021-10,99610,10134.339356295877,35780.762919132154
Japan,2021-10,17271,11061.55900621118,27848.70256410256
Jordan,2021-10,38622,2859.29926595144,3424.101972386587
Kazakhstan,2021-10,57422,5908.044042913608,2986.036785009862
"Korea, South",2021-10,52613,2436.1236589497457,31122.75996055227
Malaysia,2021-10,225947,20313.61038961039,8304.36469428008
Mexico,2021-10,142988,12505.670807453416,13690.708481262327
Netherlands,2021-10,134983,7186.676453980802,14169.667751479292
New South Wales,2021-10,12195,701.7792207792207,4470.288362919132
Pakistan,2021-10,27022,3399.3066064370414,3691.2786982248517
Peru,2021-10,26491,1843.7922077922078,8656.709960552265
Philippines,2021-10,237310,17650.55448898927,7891.337179487178
Poland,2021-10,118176,6858.980801806889,12598.207692307695
Portugal,2021-10,21372,2619.178430265387,8483.644871794872
Romania,2021-10,414363,7358.207227555054,6115.0235700197245
Russia,2021-10,976880,32381.836250705815,36967.96114398423
Serbia,2021-10,200760,5998.426312817617,4290.7644970414185
Slovakia,2021-10,94554,2900.5194805194806,4713.567061143984
South Africa,2021-10,19444,9328.34669678148,8959.874556213017
Spain,2021-10,52057,12476.059853190289,24604.73234714004
Sweden,2021-10,18626,2899.7210615471486,5093.508185404339
Switzerland,2021-10,32195,2163.7221908526258,6739.845759368836
Taiwan*,2021-10,189,103.80406549971768,7575.245167652862
Thailand,2021-10,308550,18155.95256916996,7362.509861932941
Turkey,2021-10,878918,41270.38961038961,30693.57544378698
US,2021-10,2513765,128245.69057029927,187040.68047337275
Ukraine,2021-10,524807,12493.571993224166,11039.08934911242
United Kingdom,2021-10,1250593,47012.09768492377,41983.094871794885
Victoria,2021-10,51785,706.244494635799,3348.961439842209
Vietnam,2021-10,130367,9290.478825522303,15338.120414201185
Argentina,2021-11,41941,14526.004940711462,19459.634615384617
Austria,2021-11,325652,5480.803359683794,7888.694082840237
Bangladesh,2021-11,6745,4740.490118577075,4491.330867850099
Belgium,2021-11,405385,6821.454545454545,7980.535305719923
Brazil,2021-11,285518,43309.125494071144,73173.49684418144
Chile,2021-11,67703,2742.9752964426875,8254.774358974359
Colombia,2021-11,67257,12789.736166007906,14433.826923076924
Czechia,2021-11,387140,6334.165019762846,8471.885996055227
Denmark,2021-11,99618,2076.149209486166,5091.294378698225
France,2021-11,497474,19299.66600790514,55232.15719921105
Georgia,2021-11,126396,4699.940711462451,3135.4607495069035
Germany,2021-11,1277693,24526.446640316204,49017.373865877715
Greece,2021-11,196733,5672.400197628458,7036.486094674554
Hungary,2021-11,239689,4270.99209486166,3974.0292899408287
India,2021-11,310962,94621.03853754941,99855.6201183432
Indonesia,2021-11,12051,18687.472332015812,12783.858579881655
Iran,2021-11,192807,28567.251976284584,15860.356607495067
Iraq,2021-11,25924,7055.092885375494,5514.051676528598
Ireland,2021-11,124521,2921.325098814229,2801.6844181459555
Israel,2021-11,16202,3837.0998023715415,7799.16311637081
Italy,2021-11,256582,9298.791501976284,35780.762919132154
Japan,2021-11,4455,8876.3290513834,27848.70256410256
Jordan,2021-11,91402,3069.23023715415,3424.101972386587
Kazakhstan,2021-11,34708,5042.716403162055,2986.036785009862
"Korea, South",2021-11,85964,2884.9792490118575,31122.75996055227
Malaysia,2021-11,161140,18304.763833992096,8304.36469428008
Mexico,2021-11,77355,9902.244071146246,13690.708481262327
Netherlands,2021-11,521945,10904.470355731226,14169.667751479292
New South Wales,2021-11,6509,647.550395256917,4470.288362919132
Pakistan,2021-11,11694,2472.2727272727275,3691.2786982248517
Peru,2021-11,34555,901.0721343873518,8656.709960552265
Philippines,2021-11,45458,14561.231225296442,7891.337179487178
Poland,2021-11,514814,10102.725296442688,12598.207692307695
Portugal,2021-11,56598,2368.1175889328065,8483.644871794872
Romania,2021-11,131636,7055.012845849802,6115.0235700197245
Russia,2021-11,1090656,36049.74308300395,36967.96114398423
Serbia,2021-11,112096,5902.458498023715,4290.7644970414185
Slovakia,2021-11,271274,5042.451581027668,4713.567061143984
South Africa,2021-11,45936,7217.874505928854,8959.874556213017
Spain,2021-11,153036,10104.123517786562,24604.73234714004
Sweden,2021-11,33347,2320.913043478261,5093.508185404339
Switzerland,2021-11,142104,3006.759881422925,6739.845759368836
Taiwan*,2021-11,189,84.77470355731225,7575.245167652862
Thailand,2021-11,203848,17157.52371541502,7362.509861932941
Turkey,2021-11,762600,40431.85375494071,30693.57544378698
US,2021-11,2552978,117211.1037549407,187040.68047337275
Ukraine,2021-11,548514,15383.061264822134,11039.08934911242
United Kingdom,2021-11,1171143,49390.28754940711,41983.094871794885
Victoria,2021-11,32629,928.0316205533596,3348.961439842209
Vietnam,2021-11,316960,11119.286561264822,15338.120414201185
Argentina,2021-12,323660,13701.767826086956,19459.634615384617
Austria,2021-12,122899,5553.004782608696,7888.694082840237
Bangladesh,2021-12,9255,3578.8404347826086,4491.330867850099
Belgium,2021-12,339308,8628.118695652174,7980.535305719923
Brazil,2021-12,191696,30420.232608695653,73173.49684418144
Chile,2021-12,43743,2084.8347826086956,8254.774358974359
Colombia,2021-12,87796,9928.734782608695,14433.826923076924
Czechia,2021-12,325687,7896.134347826087,8471.885996055227
Denmark,2021-12,314996,4765.057826086956,5091.294378698225
France,2021-12,2275635,36485.19565217391,55232.15719921105
Georgia,2021-12,89098,4659.256956521739,3135.4607495069035
Germany,2021-12,1272369,31769.218260869566,49017.373865877715
Greece,2021-12,271950,7302.99347826087,7036.486094674554
Hungary,2021-12,153307,4811.930869565217,3974.0292899408287
India,2021-12,264803,70872.46739130435,99855.6201183432
Indonesia,2021-12,6311,14657.473043478261,12783.858579881655
Iran,2021-12,76956,23248.98304347826,15860.356607495067
Iraq,2021-12,12568,5429.304347826087,5514.051676528598
Ireland,2021-12,218444,4507.33,2801.6844181459555
Israel,2021-12,40272,3195.1678260869567,7799.16311637081
Italy,2021-12,1097136,16967.971739130433,35780.762919132154
Japan,2021-12,6509,7125.478695652174,27848.70256410256
Jordan,2021-12,109462,3380.784782608696,3424.101972386587
Kazakhstan,2021-12,17546,4154.366956521739,2986.036785009862
"Korea, South",2021-12,182903,4171.138260869565,31122.75996055227
Malaysia,2021-12,125304,16216.544347826088,8304.36469428008
Mexico,2021-12,95157,7976.603043478261,13690.708481262327
Netherlands,2021-12,486624,13304.91695652174,14169.667751479292
New South Wales,2021-12,128135,1815.578695652174,4470.288362919132
Pakistan,2021-12,10679,1723.5839130434783,3691.2786982248517
Peru,2021-12,60480,425.4169565217391,8656.709960552265
Philippines,2021-12,11245,11694.71,7891.337179487178
Poland,2021-12,568154,13032.781304347825,12598.207692307695
Portugal,2021-12,242397,4009.1095652173913,8483.644871794872
Romania,2021-12,29224,5726.883043478261,6115.0235700197245
Russia,2021-12,851765,36124.62391304348,36967.96114398423
Serbia,2021-12,44494,5093.518695652174,4290.7644970414185
Slovakia,2021-12,200882,5937.394782608696,4713.567061143984
South Africa,2021-12,490234,9963.612173913043,8959.874556213017
Spain,2021-12,1130561,17951.941304347827,24604.73234714004
Sweden,2021-12,109925,2617.8017391304347,5093.508185404339
Switzerland,2021-12,317953,5384.321304347826,6739.845759368836
Taiwan*,2021-12,428,71.66434782608695,7575.245167652862
Thailand,2021-12,107563,15254.308260869566,7362.509861932941
Turkey,2021-12,686962,38625.48260869565,30693.57544378698
US,2021-12,6301378,145026.36086956522,187040.68047337275
Ukraine,2021-12,240604,14375.037391304348,11039.08934911242
United Kingdom,2021-12,2709114,66107.30086956522,41983.094871794885
Victoria,2021-12,61086,1374.0973913043479,3348.961439842209
Vietnam,2021-12,493175,14178.425652173913,15338.120414201185
Argentina,2022-01,2724248,35092.92692307692,19459.634615384617
Austria,2022-01,564791,9636.955384615385,7888.694082840237
Bangladesh,2022-01,213294,4524.942307692308,4491.330867850099
Belgium,2022-01,1049896,16514.166923076922,7980.535305719923
Brazil,2022-01,3171691,47613.56923076923,73173.49684418144
Chile,2022-01,359490,4467.840769230769,8254.774358974359
Colombia,2022-01,729821,13536.29,14433.826923076924
Czechia,2022-01,640160,11942.007692307692,8471.885996055227
Denmark,2022-01,940172,12585.14,5091.294378698225
France,2022-01,8951273,111147.95692307693,55232.15719921105
Georgia,2022-01,241182,5988.43,3135.4607495069035
Germany,2022-01,2706351,50350.94,49017.373865877715
Greece,2022-01,729870,12731.889230769231,7036.486094674554
Hungary,2022-01,296990,6514.917692307692,3974.0292899408287
India,2022-01,6607920,110282.76,99855.6201183432
Indonesia,2022-01,90650,12163.487692307692,12783.858579881655
Iran,2022-01,178773,19834.15846153846,15860.356607495067
Iraq,2022-01,116842,5076.1030769230765,5514.051676528598
Ireland,2022-01,394449,7325.029230769231,2801.6844181459555
Israel,2022-01,1516637,16293.93923076923,7799.16311637081
Italy,2022-01,4857433,57491.94,35780.762919132154
Japan,2022-01,1010419,14963.596923076922,27848.70256410256
Jordan,2022-01,161904,4076.190769230769,3424.101972386587
Kazakhstan,2022-01,252775,5595.817692307693,2986.036785009862
"Korea, South",2022-01,228789,5557.423846153846,31122.75996055227
Malaysia,2022-01,112672,14324.651538461538,8304.36469428008
Mexico,2022-01,962867,14413.566153846154,13690.708481262327
Netherlands,2022-01,1389964,23389.28076923077,14169.667751479292
New South Wales,2022-01,876432,9615.441538461539,4470.288362919132
Pakistan,2022-01,134433,2267.193076923077,3691.2786982248517
Peru,2022-01,942707,8194.844615384616,8656.709960552265
Philippines,2022-01,716223,15862.771538461539,7891.337179487178
Poland,2022-01,777939,17129.89153846154,12598.207692307695
Portugal,2022-01,1299521,15007.61923076923,8483.644871794872
Romania,2022-01,407634,8133.136923076923,6115.0235700197245
Russia,2022-01,1349961,40448.19,36967.96114398423
Serbia,2022-01,378459,7499.526923076923,4290.7644970414185
Slovakia,2022-01,198217,6554.666923076923,4713.567061143984
South Africa,2022-01,146936,8840.186923076923,8959.874556213017
Spain,2022-01,3666508,47304.196923076925,24604.73234714004
Sweden,2022-01,755672,8785.495384615384,5093.508185404339
Switzerland,2022-01,887924,12446.73076923077,6739.845759368836
Taiwan*,2022-01,1761,73.10153846153847,7575.245167652862
Thailand,2022-01,217107,14643.094615384616,7362.509861932941
Turkey,2022-01,2137332,50250.78,30693.57544378698
US,2022-01,20336435,294895.13615384616,187040.68047337275
Ukraine,2022-01,407980,15002.646153846154,11039.08934911242
United Kingdom,2022-01,4378007,93915.7976923077,41983.094871794885
Victoria,2022-01,679024,7412.701538461539,3348.961439842209
Vietnam,2022-01,544470,16902.46230769231,15338.120414201185
Argentina,2022-02,522000,32790.7535042735,19459.634615384617
Austria,2022-02,835721,15081.540854700856,7888.694082840237
Bangladesh,2022-02,144744,4644.313504273504,4491.330867850099
Belgium,2022-02,402075,17037.08376068376,7980.535305719923
Brazil,2022-02,3333041,62105.22222222222,73173.49684418144
Chile,2022-02,895035,10880.77846153846,8254.774358974359
Colombia,2022-02,177322,11535.091623931625,14433.826923076924
Czechia,2022-02,658384,15177.070427350427,8471.885996055227
Denmark,2022-02,1022269,19328.382905982908,5091.294378698225
France,2022-02,3385721,121338.33367521368,55232.15719921105
Georgia,2022-02,429549,8592.382905982906,3135.4607495069035
Germany,2022-02,4929574,83533.76444444444,49017.373865877715
Greece,2022-02,480941,14764.346666666666,7036.486094674554
Hungary,2022-02,234139,7261.147350427351,3974.0292899408287
India,2022-02,1461546,96343.35965811966,99855.6201183432
Indonesia,2022-02,1211078,19674.75145299145,12783.858579881655
Iran,2022-02,678255,21248.551452991454,15860.356607495067
Iraq,2022-02,92211,4544.4652991452995,5514.051676528598
Ireland,2022-02,117414,7110.228376068376,2801.6844181459555
Israel,2022-02,733934,19764.79418803419,7799.16311637081
Italy,2022-02,1799720,62731.25743589744,35780.762919132154
Japan,2022-02,2269182,31757.667692307692,27848.70256410256
Jordan,2022-02,406399,6677.86735042735,3424.101972386587
Kazakhstan,2022-02,65377,5079.746324786325,2986.036785009862
"Korea, South",2022-02,2409407,25237.755897435898,31122.75996055227
Malaysia,2022-02,571978,16640.26871794872,8304.36469428008
Mexico,2022-02,566039,15960.224615384615,13690.708481262327
Netherlands,2022-02,1823347,34823.085811965815,14169.667751479292
New South Wales,2022-02,233896,10174.723076923077,4470.288362919132
Pakistan,2022-02,79855,2208.7900854700856,3691.2786982248517
Peru,2022-02,277722,8550.464273504274,8656.709960552265
Philippines,2022-02,101795,13753.121025641025,7891.337179487178
Poland,2022-02,780900,20230.44923076923,12598.207692307695
Portugal,2022-02,692435,18338.98051282051,8483.644871794872
Romania,2022-02,516959,10890.12170940171,6115.0235700197245
Russia,2022-02,4491230,70350.65914529914,36967.96114398423
Serbia,2022-02,233177,8085.605811965812,4290.7644970414185
Slovakia,2022-02,550059,9991.217094017094,4713.567061143984
South Africa,2022-02,68820,7213.59452991453,8959.874556213017
Spain,2022-02,1016271,47328.695384615385,24604.73234714004
Sweden,2022-02,370686,10269.737435897436,5093.508185404339
Switzerland,2022-02,581412,15273.935384615384,6739.845759368836
Taiwan*,2022-02,1699,73.07692307692308,7575.245167652862
Thailand,2022-02,451385,16039.703589743589,7362.509861932941
Turkey,2022-02,2469574,61802.220854700856,30693.57544378698
US,2022-02,3937844,270061.3001709402,187040.68047337275
Ukraine,2022-02,811164,18813.93982905983,11039.08934911242
United Kingdom,2022-02,1570808,90986.45504273505,41983.094871794885
Victoria,2022-02,184412,7870.196239316239,3348.961439842209
Vietnam,2022-02,1167758,24227.222222222223,15338.120414201185
Argentina,2022-03,137255,27649.85592185592,19459.634615384617
Austria,2022-03,1170725,21941.70757020757,7888.694082840237
Bangladesh,2022-03,8000,3616.923076923077,4491.330867850099
Belgium,2022-03,293734,16457.032967032967,7980.535305719923
Brazil,2022-03,1155099,55828.381562881565,73173.49684418144
Chile,2022-03,409917,12033.913308913308,8254.774358974359
Colombia,2022-03,20333,8609.346153846154,14433.826923076924
Czechia,2022-03,292291,14718.627594627595,8471.885996055227
Denmark,2022-03,293935,18746.334554334553,5091.294378698225
France,2022-03,2822353,123991.75702075702,55232.15719921105
Georgia,2022-03,42792,7521.318681318681,3135.4607495069035
Germany,2022-03,6359402,120554.21428571429,49017.373865877715
Greece,2022-03,608765,17274.70695970696,7036.486094674554
Hungary,2022-03,64327,6448.050671550672,3974.0292899408287
India,2022-03,94730,73667.96764346764,99855.6201183432
Indonesia,2022-03,448370,19426.684981684983,12783.858579881655
Iran,2022-03,110791,17698.763736263736,15860.356607495067
Iraq,2022-03,16757,3487.6221001221,5514.051676528598
Ireland,2022-03,159003,7213.392551892552,2801.6844181459555
Israel,2022-03,283722,18789.466422466423,7799.16311637081
Italy,2022-03,1859518,66866.16605616605,35780.762919132154
Japan,2022-03,1552111,39143.21062271062,27848.70256410256
Jordan,2022-03,60777,5946.659340659341,3424.101972386587
Kazakhstan,2022-03,3132,4135.84249084249,2986.036785009862
"Korea, South",2022-03,10102369,101712.02136752137,31122.75996055227
Malaysia,2022-03,759183,19831.748473748474,8304.36469428008
Mexico,2022-03,150906,13766.356532356533,13690.708481262327
Netherlands,2022-03,1497648,41036.24786324786,14169.667751479292
New South Wales,2022-03,522699,12829.932844932844,4470.288362919132
Pakistan,2022-03,14752,1628.2179487179487,3691.2786982248517
Peru,2022-03,29865,6797.722222222223,8656.709960552265
Philippines,2022-03,16248,11290.699023199024,7891.337179487178
Poland,2022-03,295877,18681.261294261294,12598.207692307695
Portugal,2022-03,357317,18177.703907203908,8483.644871794872
Romania,2022-03,120086,9841.989621489622,6115.0235700197245
Russia,2022-03,1421515,69161.6214896215,36967.96114398423
Serbia,2022-03,65592,7156.53663003663,4290.7644970414185
Slovakia,2022-03,323779,10843.469474969475,4713.567061143984
South Africa,2022-03,44911,5675.643467643467,8959.874556213017
Spain,2022-03,530785,43119.45054945055,24604.73234714004
Sweden,2022-03,46710,8794.96336996337,5093.508185404339
Switzerland,2022-03,695548,18302.36813186813,6739.845759368836
Taiwan*,2022-03,2905,82.04884004884005,7575.245167652862
Thailand,2022-03,736420,19283.006715506715,7362.509861932941
Turkey,2022-03,771104,56999.616605616604,30693.57544378698
US,2022-03,1039589,225206.53907203907,187040.68047337275
Ukraine,2022-03,131324,16293.90354090354,11039.08934911242
United Kingdom,2022-03,2260724,93414.98901098901,41983.094871794885
Victoria,2022-03,245635,8656.722222222223,3348.961439842209
Vietnam,2022-03,6121124,69160.67277167278,15338.120414201185
Argentina,2022-04,34319,22569.685276409415,19459.634615384617
Austria,2022-04,332696,21078.75697865353,7888.694082840237
Bangladesh,2022-04,1114,2716.8968253968255,4491.330867850099
Belgium,2022-04,205400,15218.388615216201,7980.535305719923
Brazil,2022-04,496566,45525.28461959497,73173.49684418144
Chile,2022-04,87695,10487.117952928298,8254.774358974359
Colombia,2022-04,7751,6110.722222222223,14433.826923076924
Czechia,2022-04,99911,12821.362068965518,8471.885996055227
Denmark,2022-04,57882,16397.65544608648,5091.294378698225
France,2022-04,2958215,126203.51395730706,55232.15719921105
Georgia,2022-04,6834,6342.663929939792,3135.4607495069035
Germany,2022-04,3606260,128954.60235358511,49017.373865877715
Greece,2022-04,293493,16826.99014778325,7036.486094674554
Hungary,2022-04,49146,5637.352216748768,3974.0292899408287
India,2022-04,53413,54666.84126984127,99855.6201183432
Indonesia,2022-04,33978,16022.55281882868,12783.858579881655
Iran,2022-04,59433,14346.913245758073,15860.356607495067
Iraq,2022-04,5542,2532.9868637110017,5514.051676528598
Ireland,2022-04,57687,6494.033388067871,2801.6844181459555
Israel,2022-04,157879,16940.0109469075,7799.16311637081
Italy,2022-04,1820846,69396.29118773947,35780.762919132154
Japan,2022-04,1318130,43037.12397372742,27848.70256410256
Jordan,2022-04,3260,4892.3894362342635,3424.101972386587
Kazakhstan,2022-04,691,3331.6570881226053,2986.036785009862
"Korea, South",2022-04,3899831,116345.97755883963,31122.75996055227
Malaysia,2022-04,246085,18448.599890530924,8304.36469428008
Mexico,2022-04,80145,11385.594964422551,13690.708481262327
Netherlands,2022-04,189454,36040.15654077723,14169.667751479292
New South Wales,2022-04,444203,14280.58648056924,4470.288362919132
Pakistan,2022-04,2983,1064.480021893815,3691.2786982248517
Peru,2022-04,18128,5257.709085933224,8656.709960552265
Philippines,2022-04,7398,9170.725506294471,7891.337179487178
Poland,2022-04,33583,15364.975916803503,12598.207692307695
Portugal,2022-04,288765,17407.743295019158,8483.644871794872
Romania,2022-04,40306,8340.736179529284,6115.0235700197245
Russia,2022-04,334080,59663.52517788725,36967.96114398423
Serbia,2022-04,29786,6095.3664477285165,4290.7644970414185
Slovakia,2022-04,85079,9681.773946360154,4713.567061143984
South Africa,2022-04,72172,4604.02271483306,8959.874556213017
Spain,2022-04,387843,38375.142857142855,24604.73234714004
Sweden,2022-04,13065,7300.8218390804595,5093.508185404339
Switzerland,2022-04,122099,16354.059113300493,6739.845759368836
Taiwan*,2022-04,92489,750.575259989053,7575.245167652862
Thailand,2022-04,622602,20895.74192665572,7362.509861932941
Turkey,2022-04,171533,48303.660372194856,30693.57544378698
US,2022-04,1244856,189153.29775588395,187040.68047337275
Ukraine,2022-04,35571,13448.700328407225,11039.08934911242
United Kingdom,2022-04,890915,84547.01258894362,41983.094871794885
Victoria,2022-04,268368,9390.34236453202,3348.961439842209
Vietnam,2022-04,1085200,67407.26737821565,15338.120414201185
Argentina,2022-05,158343,19170.19802955665,19459.634615384617
Austria,2022-05,113409,18724.75024630542,7888.694082840237
Bangladesh,2022-05,816,1969.876354679803,4491.330867850099
Belgium,2022-05,96110,13360.252216748768,7980.535305719923
Brazil,2022-05,570802,37409.75615763547,73173.49684418144
Chile,2022-05,144310,9557.137438423646,8254.774358974359
Colombia,2022-05,10788,4073.3931034482757,14433.826923076924
Czechia,2022-05,18170,10638.310837438423,8471.885996055227
Denmark,2022-05,20241,14129.833990147783,5091.294378698225
France,2022-05,823674,112396.8315270936,55232.15719921105
Georgia,2022-05,2056,5314.91724137931,3135.4607495069035
Germany,2022-05,1595227,120974.31133004926,49017.373865877715
Greece,2022-05,129307,15217.36354679803,7036.486094674554
Hungary,2022-05,16760,4720.972413793103,3974.0292899408287
India,2022-05,81644,39152.58177339901,99855.6201183432
Indonesia,2022-05,8177,12987.332019704434,12783.858579881655
Iran,2022-05,10381,11205.082758620689,15860.356607495067
Iraq,2022-05,3062,1728.1226600985221,5514.051676528598
Ireland,2022-05,44520,5777.991625615764,2801.6844181459555
Israel,2022-05,62411,14672.464039408867,7799.16311637081
Italy,2022-05,958210,65010.0315270936,35780.762919132154
Japan,2022-05,970306,43483.51527093596,27848.70256410256
Jordan,2022-05,1192,3993.7,3424.101972386587
Kazakhstan,2022-05,374,2657.5995073891627,2986.036785009862
"Korea, South",2022-05,843766,106275.36995073891,31122.75996055227
Malaysia,2022-05,58506,15911.662068965517,8304.36469428008
Mexico,2022-05,36297,9083.645320197043,13690.708481262327
Netherlands,2022-05,37141,30709.84039408867,14169.667751479292
New South Wales,2022-05,302596,14376.02709359606,4470.288362919132
Pakistan,2022-05,2497,598.9088669950739,3691.2786982248517
Peru,2022-05,15707,3962.12118226601,8656.709960552265
Philippines,2022-05,4938,7379.914285714286,7891.337179487178
Poland,2022-05,11070,12427.849261083744,12598.207692307695
Portugal,2022-05,655334,19194.47339901478,8483.644871794872
Romania,2022-05,15319,6899.533497536946,6115.0235700197245
Russia,2022-05,146689,50295.7197044335,36967.96114398423
Serbia,2022-05,11101,5068.212807881773,4290.7644970414185
Slovakia,2022-05,14348,8189.834975369458,4713.567061143984
South Africa,2022-05,166652,4359.169950738917,8959.874556213017
Spain,2022-05,430112,34573.83152709359,24604.73234714004
Sweden,2022-05,7031,6003.239901477832,5093.508185404339
Switzerland,2022-05,55388,14209.112807881773,6739.845759368836
Taiwan*,2022-05,1917100,13868.354679802957,7575.245167652862
Thailand,2022-05,199508,19135.05418719212,7362.509861932941
Turkey,2022-05,40654,40051.18078817734,30693.57544378698
US,2022-05,2861103,169904.08719211823,187040.68047337275
Ukraine,2022-05,10958,10890.421182266009,11039.08934911242
United Kingdom,2022-05,262247,72472.74876847291,41983.094871794885
Victoria,2022-05,345012,10446.116256157635,3348.961439842209
Vietnam,2022-05,69570,58523.22807881773,15338.120414201185
Argentina,2022-06,136599,16142.781312569521,19459.634615384617
Austria,2022-06,171614,17065.881868743047,7888.694082840237
Bangladesh,2022-06,20282,1475.4992213570633,4491.330867850099
Belgium,2022-06,93520,11746.862291434927,7980.535305719923
Brazil,2022-06,1338980,35527.25072302559,73173.49684418144
Chile,2022-06,287752,9664.92658509455,8254.774358974359
Colombia,2022-06,71726,2784.110122358176,14433.826923076924
Czechia,2022-06,16556,8784.654282536152,8471.885996055227
Denmark,2022-06,34870,12289.535038932147,5091.294378698225
France,2022-06,1513597,104899.31012235818,55232.15719921105
Georgia,2022-06,3275,4453.033370411568,3135.4607495069035
Germany,2022-06,1874865,115510.74371523915,49017.373865877715
Greece,2022-06,223273,14416.948609566185,7036.486094674554
Hungary,2022-06,10348,3904.2186874304784,3974.0292899408287
India,2022-06,308402,27751.347719688543,99855.6201183432
Indonesia,2022-06,33487,10599.49232480534,12783.858579881655
Iran,2022-06,6092,8551.116796440489,15860.356607495067
Iraq,2022-06,20508,1175.2516129032258,5514.051676528598
Ireland,2022-06,38982,5122.912569521691,2801.6844181459555
Israel,2022-06,214518,13715.842269187986,7799.16311637081
Italy,2022-06,1101701,61950.75572858732,35780.762919132154
Japan,2022-06,478847,40395.14616240267,27848.70256410256
Jordan,2022-06,2260,3244.2769744160178,3424.101972386587
Kazakhstan,2022-06,982,2096.432703003337,2986.036785009862
